1;1
0.0;0.0
0.05;0.00012500000000000003
0.1;0.0010000000000000002
0.15000000000000002;0.0033750000000000017
0.2;0.008000000000000002
0.25;0.015625
0.30000000000000004;0.027000000000000014
0.35000000000000003;0.04287500000000001
0.4;0.06400000000000002
0.45;0.09112500000000001
0.5;0.125
0.55;0.16637500000000005
0.6000000000000001;0.2160000000000001
0.65;0.274625
0.7000000000000001;0.3430000000000001
0.75;0.421875
0.8;0.5120000000000001
0.8500000000000001;0.6141250000000001
0.9;0.7290000000000001
0.9500000000000001;0.8573750000000002
1.0;1.0
